position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,right,,2025-01-09,Gianluigi Donnarumma,196,315858,['Italy'],45000000,Paris Saint-Germain,27,1999-02-25,,,,False,
Goalkeeper,right,,2025-07-29,James Trafford,192,566799,['England'],25000000,Burnley FC,23,2002-10-10,,,,False,
Goalkeeper,right,,2025-10-06,Marcus Bettinelli,193,116648,"['England', 'Italy']",300000,: Ablöse €2.40m,34,1992-05-24,,,,False,
Centre-Back,right,,2026-01-19,Marc Guéhi,182,392757,"['England', ""Cote d'Ivoire""]",70000000,Crystal Palace,26,2000-07-13,,,,False,
Centre-Back,left,,2023-05-08,Josko Gvardiol,185,475959,['Croatia'],70000000,RB Leipzig,24,2002-01-23,,,,False,
Centre-Back,right,,2020-09-29,Rúben Dias,187,258004,['Portugal'],55000000,SL Benfica,29,1997-05-14,,,,False,
Centre-Back,right,,2025-01-20,Abdukodir Khusanov,186,763079,['Uzbekistan'],50000000,RC Lens,22,2004-02-29,,,,False,
Centre-Back,right,,2025-01-21,Vitor Reis,186,1005575,['Brazil'],30000000,Sociedade Esportiva Palmeiras,20,2006-12-01,,,,False,
Centre-Back,right,,2025-01-27,Juma Bah,195,1121298,['Sierra Leone'],10000000,Real Valladolid CF,20,2006-11-04,,,,False,
Centre-Back,both,,2026-06-01,Max Alleyne,185,843595,"['England', 'Barbados']",8000000,Manchester City U21,21,2005-07-21,,,,False,
Left-Back,left,,2024-01-07,Nico O'Reilly,193,743413,"['England', 'Jamaica']",70000000,Manchester City U21,21,2005-03-21,,,,False,
Left-Back,left,,2025-09-06,Rayan Aït-Nouri,180,578391,"['Algeria', 'France']",40000000,Wolverhampton Wanderers,25,2001-06-06,,,,False,
Left-Back,left,,2023-01-01,Josh Wilson-Esbrand,176,576121,"['England', 'Jamaica']",2500000,Manchester City U21,23,2002-12-26,,,,False,
Right-Back,right,,2023-01-09,Matheus Nunes,183,601883,"['Portugal', 'Brazil']",50000000,Wolverhampton Wanderers,27,1998-08-27,,,,False,
Right-Back,right,,2022-01-07,Rico Lewis,170,701057,"['England', 'Jamaica']",28000000,Manchester City U18,21,2004-11-21,,,,False,
Right-Back,right,,2020-07-29,Issa Kaboré,180,649452,['Burkina Faso'],4000000,KV Mechelen,25,2001-12-05,,,,False,
Defensive Midfield,right,,2019-04-07,Rodri,190,357565,['Spain'],55000000,: Ablöse €70.00m,30,1996-06-22,,,,False,
Defensive Midfield,right,,2025-03-02,Nico González,188,466805,['Spain'],40000000,FC Porto,24,2002-03-01,,,,False,
Defensive Midfield,right,,2022-04-07,Kalvin Phillips,179,351749,"['England', 'Jamaica']",2500000,Leeds United,30,1995-02-12,,,,False,
Central Midfield,right,,2026-02-07,Elliot Anderson,179,567576,"['England', 'Scotland']",110000000,Nottingham Forest,23,2002-06-11,,,,False,
Central Midfield,right,,2025-10-06,Tijjani Reijnders,178,460939,['Netherlands'],50000000,AC Milan,27,1998-07-29,,,,False,
Central Midfield,right,,2023-01-07,Mateo Kovacic,178,51471,['Croatia'],10000000,: Ablöse €29.10m,32,1994-06-05,,,,False,
Attacking Midfield,both,,2025-10-06,Rayan Cherki,177,607223,"['France', 'Algeria']",90000000,Olympique Lyon,22,2003-08-17,,,,False,
Attacking Midfield,left,,2017-01-07,Phil Foden,171,406635,['England'],70000000,Manchester City U18,26,2000-05-28,,,,False,
Attacking Midfield,right,,2024-01-25,Claudio Echeverri,170,994536,['Argentina'],15000000,CA River Plate,20,2006-02-01,,,,False,
Left Winger,right,,2023-08-24,Jérémy Doku,173,486049,"['Belgium', 'Ghana']",75000000,Stade Rennais FC,24,2002-05-27,,,,False,
Left Winger,left,,2024-07-18,Savinho,176,743591,['Brazil'],35000000,ESTAC Troyes,22,2004-10-04,,,,False,
Left Winger,right,,2021-05-08,Jack Grealish,180,203460,"['England', 'Ireland']",20000000,: Ablöse €117.50m,30,1995-10-09,,,,False,
Left Winger,right,,2026-11-07,Jeremy Monga,179,1245948,"['England', 'Zambia']",15000000,Leicester City,17,2009-10-07,,,,False,
Right Winger,right,,2026-09-01,Antoine Semenyo,185,583255,"['Ghana', 'England']",80000000,AFC Bournemouth,26,2000-07-01,,,,False,
Centre-Forward,left,,2022-01-07,Erling Haaland,195,418560,['Norway'],220000000,Borussia Dortmund,26,2000-07-21,,,,False,
Centre-Forward,right,,2025-01-23,Omar Marmoush,183,445939,"['Egypt', 'Canada']",50000000,Eintracht Frankfurt,27,1999-07-02,,,,False,
