position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,,,1996-07-26,John Lukic,193,28241,['England'],,: Ablöse free transfer,36,1960-11-12,Retired,,,False,
Goalkeeper,right,,1990-01-07,David Seaman,193,3141,['England'],,: Ablöse €1.50m,33,1963-09-19,Retired,,,False,
Goalkeeper,,,1994-10-08,Vince Bartram,188,13778,['England'],,: Ablöse €60k,28,1968-07-08,Retired,,,False,
Goalkeeper,right,,1994-01-07,Lee Harper,185,98144,['England'],,Sittingbourne FC,25,1971-10-30,Retired,,,False,
Centre-Back,right,,1984-01-30,Tony Adams,191,28238,['England'],,Arsenal FC U18,30,1966-10-10,Retired,,,False,
Centre-Back,right,,1988-01-07,Steve Bould,193,106893,['England'],,: Ablöse €595k,34,1962-11-16,Retired,,,False,
Centre-Back,,,1990-04-07,Andy Linighan,188,176749,['England'],,: Ablöse €1.90m,35,1962-06-18,Retired,,,False,
Centre-Back,right,,1993-04-02,Martin Keown,185,3184,['England'],,: Ablöse €3.00m,30,1966-07-24,Retired,,,False,
Centre-Back,,,1991-03-18,Scott Marshall,185,106912,['Scotland'],,Arsenal FC U18,24,1973-01-05,Retired,,,False,
Centre-Back,right,,1994-07-19,Matthew Rose,180,13733,['England'],,Arsenal FC U18,21,1975-09-24,Retired,,,False,
Left-Back,left,,1987-01-07,Nigel Winterburn,172,3648,['England'],,: Ablöse €470k,33,1963-11-12,Retired,,,False,
Left-Back,right,,1994-01-07,Gavin McGowan,172,106913,['England'],,Arsenal FC U18,21,1976-01-16,Retired,,,False,
Right-Back,right,,1988-01-29,Lee Dixon,175,28240,['England'],,: Ablöse €600k,33,1964-03-17,Retired,,,False,
Right-Back,right,,1988-01-07,Steve Morrow,183,176752,['Northern Ireland'],,Arsenal FC U18,26,1970-02-07,Retired,,,False,
Defensive Midfield,right,,1996-08-14,Patrick Vieira,192,3183,"['France', 'Senegal']",,: Ablöse €5.35m,21,1976-06-23,Retired,,,False,
Defensive Midfield,,,1996-08-14,Rémi Garde,175,101115,['France'],,: Ablöse ?,31,1966-03-04,Retired,,,False,
Central Midfield,right,,1991-06-03,Ray Parlour,178,3208,['England'],,Arsenal FC U18,24,1973-07-03,Retired,,,False,
Central Midfield,,,1988-11-02,David Hillier,178,176745,['England'],,Arsenal FC U18,27,1969-12-19,Retired,,,False,
Central Midfield,right,,1993-01-07,Eddie McGoldrick,178,102491,"['Ireland', 'England']",,: Ablöse €1.10m,32,1965-04-30,Retired,,,False,
Central Midfield,,,1992-01-07,Ian Selley,178,175991,['England'],,Arsenal FC U18,23,1974-06-14,Retired,,,False,
Central Midfield,left,,1995-07-15,Stephen Hughes,183,10400,['England'],,Arsenal FC U18,20,1976-09-18,Retired,,,False,
Left Midfield,,,1993-06-07,Adrian Clarke,178,222104,['England'],,Arsenal FC U18,22,1974-09-28,Retired,,,False,
Attacking Midfield,right,,1995-07-14,David Platt,178,101318,['England'],,UC Sampdoria,31,1966-10-06,Retired,,,False,
Attacking Midfield,right,,1985-01-12,Paul Merson,183,3250,['England'],,Arsenal FC U18,29,1968-03-20,Retired,,,False,
Left Winger,left,,1995-02-14,Glenn Helder,174,152223,['Netherlands'],,Vitesse Arnhem,28,1968-10-28,Retired,,,False,
Second Striker,right,,1995-03-07,Dennis Bergkamp,183,3187,['Netherlands'],,: Ablöse €11.25m,28,1969-10-05,Retired,,,False,
Centre-Forward,right,,1991-09-24,Ian Wright,175,104637,['England'],,: Ablöse €4.00m,33,1963-03-11,Retired,,,False,
Centre-Forward,right,,1997-02-22,Nicolas Anelka,186,3226,"['France', 'Martinique']",,: Ablöse €760k,18,1979-03-14,Retired,,,False,
Centre-Forward,right,,1995-01-13,John Hartson,185,3094,['Wales'],,: Ablöse €3.80m,22,1975-05-04,Retired,,,False,
Centre-Forward,,,1995-01-13,Chris Kiwomya,177,173696,"['England', 'Uganda']",,: Ablöse €2.30m,27,1969-02-12,Retired,,,False,
Centre-Forward,right,,1990-12-28,Paul Dickov,168,9221,['Scotland'],,Arsenal FC U18,24,1972-01-11,Retired,,,False,
Centre-Forward,right,,1991-09-18,Paul Shaw,177,14068,['England'],,Arsenal FC U18,23,1973-04-09,Retired,,,False,
Centre-Forward,right,,1995-12-09,Isaiah Rankin,178,16495,['England'],,Arsenal FC U18,19,1978-05-22,Retired,,,False,
