position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,left,,2012-01-07,Ben Foster,193,13572,['England'],3000000,: Ablöse €5.00m,35,1983-03-04,Retired,,,False,
Goalkeeper,right,,2010-07-30,Boaz Myhill,191,3838,"['Wales', 'United States']",1000000,: Ablöse €1.80m,35,1982-09-11,Retired,,,False,
Goalkeeper,right,,2017-01-07,Alex Palmer,191,245625,['England'],,West Bromwich Albion U23,21,1996-10-08,Ipswich Town,,,False,
Centre-Back,both,,2015-08-29,Jonny Evans,188,42412,['Northern Ireland'],15000000,Manchester United,30,1988-03-01,Retired,,,False,
Centre-Back,right,,2010-08-31,Craig Dawson,188,121477,['England'],8000000,Rochdale AFC,28,1990-06-05,Without Club,,,False,
Centre-Back,right,,2018-01-01,Ahmed Hegazy,193,111524,['Egypt'],5000000,: Ablöse €5.00m,27,1991-01-25,Without Club,,,False,
Centre-Back,right,,2018-01-29,Ali Gabr,193,122980,['Egypt'],1500000,Zamalek SC,29,1989-10-01,Without Club,,,False,
Centre-Back,right,,2011-01-07,Gareth McAuley,191,40567,['Northern Ireland'],1000000,Ipswich Town,38,1979-05-12,Retired,,,False,
Centre-Back,left,,,Kyle Jameson,192,494684,['England'],,,19,1998-11-09,Southport FC,,,False,
Centre-Back,right,,2019-01-07,Nathan Ferguson,184,507254,"['England', 'Jamaica']",,West Bromwich Albion U23,17,2000-06-10,Without Club,,,False,
Left-Back,left,,2017-08-30,Kieran Gibbs,181,44792,['England'],8000000,Arsenal FC,28,1989-09-26,Retired,,,False,
Left-Back,left,,,Max Melbourne,178,460255,"['England', 'Wales']",100000,,19,1998-10-24,Penybont FC,,,False,
Right-Back,right,,2016-08-31,Allan Nyom,189,111508,"['Cameroon', 'France']",4500000,Watford FC,30,1988-10-05,Without Club,,,False,
Right-Back,right,Knee injury - Return unknown,,Kane Wilson,178,392774,['England'],250000,,18,2000-11-03,Milton Keynes Dons,,,False,
Defensive Midfield,right,,2017-08-30,Grzegorz Krychowiak,187,45184,['Poland'],18000000,: Ablöse ?,28,1990-01-29,Retired,,,False,
Defensive Midfield,right,,2017-01-20,Jake Livermore,180,61832,['England'],9000000,: Ablöse €11.50m,28,1989-11-14,Retired,,,False,
Defensive Midfield,right,,2012-07-24,Claudio Yacob,182,45330,"['Argentina', 'Italy']",3500000,: Ablöse free transfer,30,1987-07-18,Retired,,,False,
Defensive Midfield,left,,2016-01-07,Sam Field,191,387331,['England'],1500000,West Bromwich Albion U23,20,1998-08-05,Norwich City,,,False,
Defensive Midfield,left,,2017-08-15,Gareth Barry,184,3291,['England'],1000000,Everton FC,37,1981-02-23,Retired,,,False,
Central Midfield,right,,2007-07-08,James Morrison,183,27614,"['Scotland', 'England']",4000000,: Ablöse €2.25m,32,1986-05-25,Retired,,,False,
Central Midfield,left,,2007-08-15,Chris Brunt,187,36814,['Northern Ireland'],3000000,: Ablöse €3.75m,33,1984-12-14,Retired,,,False,
Central Midfield,right,,2018-01-07,Rekeem Harper,183,456877,"['England', 'Jamaica']",100000,West Bromwich Albion U23,18,2000-08-03,Barrow AFC,,,False,
Left Midfield,left,,2015-01-07,James McClean,180,85935,"['Ireland', 'Northern Ireland']",3000000,Wigan Athletic,29,1989-04-22,Derry City,,,False,
Left Winger,right,,2016-08-29,Nacer Chadli,187,59631,"['Belgium', 'Morocco']",10000000,: Ablöse €15.20m,28,1989-02-08,Retired,,,False,
Left Winger,right,,,Rayhaan Tulloch,178,433184,['England'],,,17,2001-01-20,Portadown FC,,,False,
Right Winger,right,,2016-06-07,Matt Phillips,183,77274,"['Scotland', 'England']",9000000,Queens Park Rangers,27,1991-03-13,Without Club,,,False,
Right Winger,right,,2016-01-07,Jonathan Leko,182,314266,"['England', 'DR Congo']",1500000,West Bromwich Albion U18,19,1999-04-24,Without Club,,,False,
Second Striker,right,,,Tyler Roberts,180,296986,"['Wales', 'England']",2500000,,19,1999-12-01,Mansfield Town,,,False,
Centre-Forward,left,,2018-01-29,Daniel Sturridge,183,47082,"['England', 'Jamaica']",15000000,: Ablöse €2.30m,28,1989-01-09,Retired,,,False,
Centre-Forward,right,,2015-10-08,Salomón Rondón,186,80197,['Venezuela'],13000000,: Ablöse €17.00m,28,1989-09-16,CF Pachuca,,,False,
Centre-Forward,right,Ankle injury - Return unknown,2017-02-07,Jay Rodríguez,185,53360,"['England', 'Spain']",12000000,Southampton FC,28,1989-07-29,Without Club,,,False,
Centre-Forward,right,,2017-08-25,Oliver Burke,188,341317,['Scotland'],10000000,: Ablöse €15.20m,21,1997-07-04,1.FC Union Berlin,,,False,
Centre-Forward,left,,2016-08-31,Hal Robson-Kanu,183,65976,"['Wales', 'England']",2500000,Reading FC,29,1989-05-21,Retired,,,False,
