position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,both,,2003-01-07,Harald Wapenaar,185,4180,['Netherlands'],2000000,: Ablöse free transfer,35,1970-10-04,Retired,,,False,
Goalkeeper,right,,2002-01-07,Shaka Hislop,193,4175,"['Trinidad and Tobago', 'England']",1500000,: Ablöse free transfer,36,1969-02-22,Retired,,,False,
Goalkeeper,right,,2005-01-01,Konstantinos Chalkias,198,15423,['Greece'],1250000,: Ablöse €150k,31,1974-05-30,Retired,,,False,
Goalkeeper,right,,2005-01-03,Andrea Guatelli,197,28808,['Italy'],75000,Parma Primavera,21,1984-05-05,Retired,,,False,
Goalkeeper,left,,2004-01-07,Jamie Ashdown,190,13397,['England'],50000,Reading FC,24,1980-11-30,Retired,,,False,
Centre-Back,left,,2003-07-28,Dejan Stefanovic,180,4308,['Serbia'],2800000,Vitesse Arnhem,30,1974-10-28,Retired,,,False,
Centre-Back,right,,2002-01-07,Arjan de Zeeuw,192,5909,['Netherlands'],1300000,Wigan Athletic,35,1970-04-16,Retired,,,False,
Centre-Back,right,,2000-01-07,Linvoy Primus,180,4266,['England'],800000,Reading FC,31,1973-09-14,Retired,,,False,
Centre-Back,N/A,,2002-01-07,Hayden Foxe,,3336,['Australia'],800000,: Ablöse free transfer,28,1977-06-23,Retired,,,False,
Centre-Back,right,,2004-01-26,Richard Duffy,181,16082,['Wales'],500000,Swansea City,19,1985-08-30,Congleton Town,,,False,
Left-Back,left,,2004-01-07,David Unsworth,187,3272,['England'],3800000,: Ablöse free transfer,31,1973-10-16,Retired,,,False,
Right-Back,right,,2004-01-07,Andy Griffin,173,3579,['England'],3000000,Newcastle United,26,1979-03-17,Retired,,,False,
Right-Back,right,,2003-01-07,Sébastien Schemmel,177,3798,['France'],1000000,: Ablöse free transfer,30,1975-02-06,Retired,,,False,
Right-Back,right,,2004-01-02,John Curtis,178,7913,['England'],300000,: Ablöse free transfer,26,1978-03-09,Retired,,,False,
Right-Back,right,,2001-01-07,Lewis Buxton,185,9203,['England'],75000,: Ablöse -,21,1983-10-12,Retired,,,False,
Right-Back,right,,2003-01-07,Gary Silk,176,21220,['England'],,: Ablöse -,20,1984-09-13,Retired,,,False,
Defensive Midfield,right,,2003-01-07,Amdy Faye,184,5428,"['Senegal', 'France']",3500000,AJ Auxerre,28,1977-12-03,Retired,,,False,
Defensive Midfield,right,,2004-01-07,Aliou Cissé,180,3796,"['Senegal', 'France']",3000000,: Ablöse €450k,29,1976-03-24,Retired,,,False,
Defensive Midfield,right,,2005-01-01,Giannis Skopelitis,179,15219,['Greece'],1500000,: Ablöse €1.50m,27,1978-02-03,Retired,,,False,
Defensive Midfield,left,,2002-01-07,Richard Hughes,175,9207,['Scotland'],750000,: Ablöse €80k,26,1979-06-25,Retired,,,False,
Defensive Midfield,right,,2013-05-09,Shaun Cooper,178,9222,['England'],100000,Without Club,21,1983-05-10,Retired,,,False,
Central Midfield,left,,2000-01-07,Nigel Quashie,175,4139,"['Scotland', 'England']",2500000,: Ablöse €900k,26,1978-07-20,Retired,,,False,
Central Midfield,right,,2000-01-07,Gary O'Neil,174,3995,['England'],800000,: Ablöse -,22,1983-05-18,Retired,,,False,
Central Midfield,right,,2003-01-07,Anthony Pulis,178,28759,"['Wales', 'England']",50000,: Ablöse -,20,1984-07-21,Retired,,,False,
Right Midfield,right,,2002-12-20,Steve Stone,175,3364,['England'],2000000,: Ablöse free transfer,33,1971-08-20,Retired,,,False,
