position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,right,,2001-02-07,Andy Marshall,188,13249,['England'],,: Ablöse free transfer,27,1975-04-14,Retired,,,False,
Goalkeeper,,,2000-01-03,Keith Branagan,183,195173,"['Ireland', 'England']",,: Ablöse free transfer,35,1966-10-07,Retired,,,False,
Goalkeeper,,,,James Pullen,187,13255,['England'],,,20,1982-03-18,Retired,,,False,
Goalkeeper,right,,2001-01-07,Matteo Sereni,186,5964,['Italy'],,UC Sampdoria,27,1975-11-02,Retired,,,False,
Centre-Back,right,,2000-01-07,Justin Miller,185,13338,['South Africa'],,Ipswich Town U18,21,1980-12-16,Retired,,,False,
Centre-Back,right,,1999-05-08,John McGreal,180,13250,['England'],,: Ablöse €950k,30,1972-02-06,Retired,,,False,
Centre-Back,left,,1997-01-08,Mark Venus,182,13259,['England'],,: Ablöse €230k,35,1967-06-04,Retired,,,False,
Centre-Back,right,,1996-01-07,Richard Naylor,185,13252,['England'],,Ipswich Town U18,25,1977-02-28,Retired,,,False,
Centre-Back,left,,1996-01-07,Wayne Brown,183,13996,['England'],,Ipswich Town U18,24,1977-08-20,Retired,,,False,
Centre-Back,right,,1998-01-07,Titus Bramble,192,3130,"['England', 'Montserrat']",,Ipswich Town U18,20,1981-07-31,Retired,,,False,
Centre-Back,right,,2001-08-28,Thomas Gaardsøe,188,9984,['Denmark'],,Aalborg BK,23,1979-01-23,Retired,,,False,
Left-Back,left,,1998-01-03,Jamie Clapham,175,3938,['England'],,: Ablöse €450k,26,1975-07-12,Retired,,,False,
Left-Back,left,,2000-08-18,Hermann Hreidarsson,185,3860,['Iceland'],,: Ablöse €6.75m,27,1974-11-07,Retired,,,False,
Left-Back,right,,2001-07-03,Chris Makin,180,13248,['England'],,Sunderland AFC,29,1973-08-05,Retired,,,False,
Left-Back,left,,2000-09-15,Amir Karic,184,13321,['Slovenia'],,NK Maribor,28,1973-12-31,Retired,,,False,
Right-Back,right,,1999-05-01,Fabian Wilnis,173,13260,"['Netherlands', 'Suriname']",,: Ablöse €300k,31,1970-08-23,Retired,,,False,
Midfielder,,,2000-01-07,Nabil Abidallah,170,13236,"['Netherlands', 'Morocco']",,: Ablöse free transfer,19,1982-05-08,Retired,,,False,
Central Midfield,right,,1999-01-15,Jim Magilton,183,3481,['Northern Ireland'],,: Ablöse €900k,33,1969-06-05,Retired,,,False,
Central Midfield,right,,1997-01-07,Matt Holland,175,3102,"['Ireland', 'England']",,: Ablöse €1.00m,28,1974-11-04,Retired,,,False,
Central Midfield,left,,1999-07-23,Jermaine Wright,175,13261,['England'],,Crewe Alexandra,26,1975-10-21,Retired,,,False,
Central Midfield,right,,2007-07-19,Tommy Miller,185,13251,"['England', 'Scotland']",,Sunderland AFC,23,1979-08-01,Retired,,,False,
Central Midfield,right,,2001-08-24,Sixto Peralta,178,55962,"['Argentina', 'Italy']",,: Ablöse €200k,23,1979-04-16,Retired,,,False,
Right Midfield,right,,2014-11-09,Darren Ambrose,183,4086,['England'],,Without Club,18,1984-02-29,Retired,,,False,
Attacking Midfield,left,,2000-01-01,Martijn Reuser,178,13356,['Netherlands'],,: Ablöse €1.00m,27,1975-01-02,Retired,,,False,
Right Winger,right,,2001-07-25,Finidi George,189,13241,['Nigeria'],,RCD Mallorca,31,1971-04-15,Retired,,,False,
Centre-Forward,right,,2007-01-07,Pablo Couñago,183,13242,['Spain'],,Málaga CF,22,1979-09-08,Retired,,,False,
Centre-Forward,right,,2000-01-12,Alun Armstrong,184,13237,['England'],,: Ablöse €750k,27,1975-02-22,Retired,,,False,
Centre-Forward,left,,2000-01-02,Marcus Stewart,178,4119,['England'],,: Ablöse €4.13m,29,1972-07-11,Retired,,,False,
Centre-Forward,right,,2001-01-07,Darren Bent,180,13239,"['England', 'Jamaica']",,Ipswich Town U18,18,1984-06-02,Retired,,,False,
Centre-Forward,right,,1998-01-07,Richard Logan,185,13245,['England'],,Ipswich Town U18,20,1982-04-01,Retired,,,False,
Centre-Forward,right,,2001-01-11,Marcus Bent,188,9958,"['England', 'Jamaica']",,Blackburn Rovers,24,1978-05-19,Cornard United FC,,,False,
