position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,right,,2005-04-07,Pepe Reina,188,7825,['Spain'],10000000,: Ablöse €9.80m,30,1982-08-31,Retired,,,False,
Goalkeeper,left,,2010-01-07,Brad Jones,194,4042,"['Australia', 'England']",1500000,: Ablöse €2.80m,31,1982-03-19,Retired,,,False,
Goalkeeper,right,,2008-01-09,Péter Gulácsi,193,57071,['Hungary'],300000,MTK Budapest U19,23,1990-06-05,RB Leipzig,,,False,
Centre-Back,left,,2006-01-01,Daniel Agger,191,22832,['Denmark'],19000000,Bröndby IF,28,1984-12-12,Retired,,,False,
Centre-Back,right,,2008-11-01,Martin Skrtel,191,24180,['Slovakia'],15000000,: Ablöse €10.00m,28,1984-12-15,TJ SPP Velke Bierovce-Opatovce,,,False,
Centre-Back,right,Muscle tear - Return unknown,2011-08-31,Sebastián Coates,196,102427,"['Uruguay', 'Spain']",4500000,Club Nacional,22,1990-07-10,Club Nacional,,,False,
Centre-Back,left,,2010-01-07,Danny Wilson,187,103819,['Scotland'],1500000,: Ablöse €2.75m,21,1991-12-27,Without Club,,,False,
Centre-Back,right,,1996-09-10,Jamie Carragher,185,3597,"['England', 'Malta']",1000000,: Ablöse -,35,1978-01-28,Retired,,,False,
Centre-Back,right,,,Conor Coady,185,128901,['England'],,,20,1993-02-25,Wrexham AFC,,,False,
Centre-Back,left,,2011-01-07,Jack Robinson,180,128909,['England'],,: Ablöse -,19,1993-01-09,Birmingham City,,,False,
Left-Back,left,,2011-11-08,José Enrique,184,35571,['Spain'],14000000,Newcastle United,27,1986-01-23,Retired,,,False,
Right-Back,both,,2009-01-07,Glen Johnson,182,3881,['England'],12000000,: Ablöse €20.50m,28,1984-08-23,Retired,,,False,
Right-Back,right,,2008-01-07,Martin Kelly,191,78959,['England'],5000000,: Ablöse -,23,1990-04-27,Retired,,,False,
Right-Back,right,,2011-01-07,Andre Wisdom,186,128912,"['England', 'Jamaica']",1000000,: Ablöse -,20,1993-09-05,FC United of Manchester,,,False,
Right-Back,right,,2011-01-01,Jon Flanagan,181,145922,"['England', 'Ireland']",,: Ablöse -,20,1993-01-01,Retired,,,False,
Defensive Midfield,right,,2007-01-07,Lucas Leiva,179,41414,"['Brazil', 'Italy']",15000000,Grêmio Foot-Ball Porto Alegrense,26,1987-09-01,Retired,,,False,
Defensive Midfield,right,,2011-01-07,Jordan Henderson,182,61651,['England'],10500000,Sunderland AFC,23,1990-06-17,Brentford FC,,,False,
Defensive Midfield,left,,2012-08-25,Nuri Şahin,180,31095,"['Türkiye', 'Germany']",8000000,Real Madrid,24,1988-05-09,Retired,,,False,
Defensive Midfield,right,,2009-01-07,Jay Spearing,168,52111,['England'],3000000,: Ablöse -,24,1988-11-25,Liverpool FC U21,,,False,
Defensive Midfield,both,,2009-01-07,Dani Pacheco,170,28285,['Spain'],500000,: Ablöse -,22,1991-05-01,Wisla Plock,,,False,
Central Midfield,right,,2012-10-08,Joe Allen,170,51452,['Wales'],15000000,: Ablöse €19.00m,23,1990-03-14,Retired,,,False,
Central Midfield,right,,1997-05-11,Steven Gerrard,183,3109,['England'],11500000,: Ablöse -,33,1980-05-30,Retired,,,False,
Central Midfield,right,,2010-01-07,Jonjo Shelvey,184,71292,"['England', 'Ireland']",5500000,Charlton Athletic,21,1992-02-27,Retired,,,False,
Central Midfield,left,,2011-01-07,Charlie Adam,185,28990,['Scotland'],5000000,Blackpool FC,27,1985-10-12,Retired,,,False,
Left Midfield,left,,2011-07-15,Stewart Downing,180,4063,['England'],8500000,: Ablöse €22.80m,28,1984-07-22,Retired,,,False,
Attacking Midfield,right,,2013-01-30,Philippe Coutinho,172,80444,"['Brazil', 'Portugal']",10000000,: Ablöse €13.00m,21,1992-12-06,Without Club,,,False,
Attacking Midfield,right,,2010-07-19,Joe Cole,176,3876,['England'],4000000,: Ablöse free transfer,31,1981-08-11,Retired,,,False,
Left Winger,right,,2012-08-17,Oussama Assaidi,175,57275,"['Morocco', 'Netherlands']",5000000,: Ablöse €4.00m,24,1988-08-15,Retired,,,False,
Right Winger,right,,2012-01-07,Raheem Sterling,172,134425,"['England', 'Jamaica']",11500000,: Ablöse -,18,1994-08-12,Without Club,,,False,
Right Winger,left,,2012-01-07,Suso,177,111961,['Spain'],3000000,: Ablöse -,19,1993-11-19,Cádiz CF,,,False,
Right Winger,right,,2013-01-07,Jordon Ibe,176,195652,"['England', 'Nigeria']",,: Ablöse -,17,1995-08-12,Without Club,,,False,
Centre-Forward,right,,2011-01-31,Luis Suárez,182,44352,['Uruguay'],36000000,: Ablöse €26.50m,26,1987-01-24,Inter Miami CF,,,False,
Centre-Forward,left,,2013-02-01,Daniel Sturridge,183,47082,"['England', 'Jamaica']",15000000,: Ablöse €15.00m,23,1989-01-09,Retired,,,False,
Centre-Forward,right,,2012-07-13,Fabio Borini,180,96754,['Italy'],12000000,: Ablöse €13.30m,22,1991-03-29,Without Club,,,False,
Centre-Forward,left,,2011-01-31,Andy Carroll,194,48066,['England'],11000000,Newcastle United,24,1989-06-01,Dagenham & Redbridge FC,,,False,
Centre-Forward,right,,2012-08-30,Samed Yesil,180,95295,"['Germany', 'Türkiye']",1300000,Bayer 04 Leverkusen,19,1994-05-25,CSV Marathon Krefeld,,,False,
Centre-Forward,left,,,Adam Morgan,179,175737,['England'],,,19,1994-04-21,City of Liverpool FC,,,False,
Centre-Forward,right,,,Jerome Sinclair,181,236513,['England'],,,16,1996-09-20,Retired,,,False,
