position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,right,Back injury - Return unknown,2014-01-07,Lukasz Fabianski,190,29692,['Poland'],4000000,Arsenal FC,30,1985-04-18,Without Club,,,False,
Goalkeeper,N/A,,2011-01-08,Gerhard Tremmel,,488,['Germany'],1000000,: Ablöse free transfer,36,1978-11-16,Retired,,,False,
Goalkeeper,right,,2009-01-07,David Cornell,186,89648,['Wales'],500000,: Ablöse -,24,1991-03-28,Preston North End,,,False,
Centre-Back,right,,2014-08-20,Federico Fernández,189,85475,"['Argentina', 'Italy']",9000000,: Ablöse €10.00m,26,1989-02-21,Retired,,,False,
Centre-Back,right,,2008-01-07,Ashley Williams,183,67355,"['Wales', 'England']",6500000,: Ablöse €500k,30,1984-08-23,Retired,,,False,
Centre-Back,right,,2013-01-07,Jordi Amat,185,85289,"['Indonesia', 'Spain']",2000000,RCD Espanyol Barcelona,23,1992-03-21,Persija Jakarta,,,False,
Centre-Back,right,,2012-08-17,Kyle Bartley,194,67421,"['England', 'Jamaica']",1000000,Arsenal FC U21,24,1991-05-22,Retired,,,False,
Centre-Back,right,,2004-06-02,Alan Tate,185,7337,['England'],500000,Manchester United,32,1982-02-09,Retired,,,False,
Left-Back,left,,2010-01-07,Neil Taylor,176,67416,"['Wales', 'India']",3500000,Wrexham AFC,26,1989-07-02,Retired,,,False,
Left-Back,left,,2014-01-07,Stephen Kingsley,178,184398,['Scotland'],500000,Falkirk FC,20,1994-07-23,Heart of Midlothian FC,,,False,
Left-Back,left,,,Raheem Hanley,175,173584,"['St. Kitts & Nevis', 'England']",,,21,1994-02-24,Without Club,,,False,
Right-Back,right,,2015-01-22,Kyle Naughton,181,66219,"['England', 'Ireland']",6000000,: Ablöse €6.60m,26,1988-11-17,Without Club,,,False,
Right-Back,right,,2007-01-07,Ángel Rangel,188,66550,['Spain'],2000000,Terrassa FC,32,1982-11-28,Retired,,,False,
Right-Back,right,,2012-10-09,Dwight Tiendalli,176,29356,"['Netherlands', 'Suriname']",1000000,Without Club,29,1985-10-21,Retired,,,False,
Right-Back,right,,2009-01-07,Jazz Richards,174,120241,['Wales'],500000,: Ablöse -,24,1991-12-04,Retired,,,False,
Right-Back,right,,2014-01-07,Liam Shephard,178,197910,['Wales'],,Swansea City U21,20,1994-11-22,Penybont FC,,,False,
Defensive Midfield,right,,2012-08-24,Sung-yueng Ki,188,81796,"['Korea, South']",8000000,: Ablöse €7.00m,26,1989-01-24,Pohang Steelers,,,False,
Defensive Midfield,right,,2015-01-30,Jack Cork,185,40613,['England'],4000000,Southampton FC,26,1989-06-25,Burnley FC U21,,,False,
Defensive Midfield,left,,2015-03-01,Matt Grimes,178,265471,['England'],2000000,: Ablöse €2.24m,19,1995-07-15,Coventry City,,,False,
Central Midfield,right,,2013-03-07,Jonjo Shelvey,184,71292,"['England', 'Ireland']",11000000,: Ablöse €5.80m,23,1992-02-27,Retired,,,False,
Central Midfield,left,,2017-01-17,Tom Carroll,177,121279,['England'],3000000,: Ablöse €5.20m,23,1992-05-28,Without Club,,,False,
Central Midfield,right,,2011-01-19,Leon Britton,167,40043,['England'],1500000,Sheffield United,32,1982-09-16,Retired,,,False,
Central Midfield,right,,2014-01-31,Jay Fulton,185,171260,"['Scotland', 'England']",200000,Falkirk FC,21,1994-01-04,Swansea City,,,False,
Central Midfield,right,,2014-01-28,Adam King,180,169566,['Scotland'],50000,Heart of Midlothian FC,19,1995-11-10,Without Club,,,False,
Central Midfield,right,,,Josh Sheehan,172,197830,['Wales'],,,20,1995-03-30,Bolton Wanderers,,,False,
Attacking Midfield,right,,2014-07-23,Gylfi Sigurdsson,186,90466,['Iceland'],11000000,: Ablöse €10.10m,25,1989-08-09,Víkingur Reykjavík,,,False,
Left Winger,right,,2014-07-24,Jefferson Montero,170,77932,['Ecuador'],5000000,: Ablöse €5.00m,25,1989-01-09,FC St Helens,,,False,
Left Winger,right,,2011-04-08,Wayne Routledge,170,14066,"['England', 'Jamaica']",3000000,Newcastle United,30,1985-07-01,Retired,,,False,
Left Winger,left,,2014-01-09,Modou Barrow,176,189070,"['The Gambia', 'Sweden']",1000000,Östersunds FK,22,1992-10-13,Magusa Türk Gücü,,,False,
Left Winger,right,,2013-01-07,Kenji Gorré,174,374889,"['Curacao', 'Netherlands']",,Without Club,20,1994-09-29,Maccabi Haifa,,,False,
Right Winger,right,,2009-01-01,Nathan Dyer,165,37011,"['England', 'Jamaica']",4500000,Southampton FC,27,1987-11-29,Retired,,,False,
Centre-Forward,right,,2017-08-31,Wilfried Bony,183,81808,"[""Cote d'Ivoire"", 'England']",25000000,Manchester City,26,1988-10-12,Retired,,,False,
Centre-Forward,right,,2014-01-07,Bafétimbi Gomis,184,22388,"['France', 'Senegal']",8000000,: Ablöse free transfer,29,1985-06-08,Retired,,,False,
Centre-Forward,right,,2015-01-01,Nélson Oliveira,186,72768,['Portugal'],4000000,SL Benfica,23,1991-08-08,Without Club,,,False,
Centre-Forward,both,,2014-02-07,Marvin Emnes,180,37787,"['Netherlands', 'Suriname']",1500000,: Ablöse €1.70m,27,1988-05-27,FCF Weesp,,,False,
Centre-Forward,right,,2012-01-01,Rory Donnelly,188,164389,['Northern Ireland'],,Cliftonville FC,23,1992-02-18,Newington FC,,,False,
