position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,left,,1999-01-07,Nick Culkin,190,13719,['England'],,Manchester United Reserves,20,1978-06-07,Retired,,,False,
Goalkeeper,right,,1991-06-08,Peter Schmeichel,196,3465,"['Denmark', 'Poland']",,Bröndby IF,35,1963-11-18,Retired,,,False,
Goalkeeper,,,1996-01-07,Raimond van der Gouw,191,3644,['Netherlands'],,Vitesse Arnhem,36,1963-03-24,Retired,,,False,
Goalkeeper,,,1992-01-07,Kevin Pilkington,185,77354,['England'],,: Ablöse -,25,1974-08-03,Retired,,,False,
Centre-Back,right,,1994-01-07,David May,183,3538,['England'],,Blackburn Rovers,29,1970-06-24,Retired,,,False,
Centre-Back,right,,1996-10-07,Ronny Johnsen,190,3578,['Norway'],,: Ablöse €2.23m,30,1969-10-06,Retired,,,False,
Centre-Back,right,,1998-11-07,Jaap Stam,191,3557,['Netherlands'],,: Ablöse €17.00m,26,1972-07-17,Retired,,,False,
Centre-Back,right,,1996-04-11,Wes Brown,185,3405,['England'],,: Ablöse -,19,1979-10-13,Retired,,,False,
Centre-Back,right,,1993-01-23,Chris Casper,183,150434,['England'],,: Ablöse -,24,1975-04-28,Retired,,,False,
Centre-Back,left,,1997-01-08,Danny Higginbotham,185,3686,"['Gibraltar', 'England']",,: Ablöse -,20,1978-12-29,Retired,,,False,
Left-Back,right,,1990-08-06,Denis Irwin,173,4280,['Ireland'],,: Ablöse €700k,33,1965-10-31,Retired,,,False,
Right-Back,right,,1992-01-07,Gary Neville,180,3403,['England'],,: Ablöse -,24,1975-02-18,Retired,,,False,
Right-Back,right,,1994-01-07,Phil Neville,180,3404,['England'],,: Ablöse -,22,1977-01-21,Retired,,,False,
Right-Back,right,,1997-01-07,John Curtis,178,7913,['England'],,: Ablöse -,20,1978-03-09,Retired,,,False,
Right-Back,right,,1997-12-08,Henning Berg,183,3823,"['Norway', 'Cyprus']",,Blackburn Rovers,29,1969-01-09,Retired,,,False,
Right-Back,right,,1995-01-07,Michael Clegg,173,106894,['England'],,: Ablöse -,21,1977-03-07,Retired,,,False,
Defensive Midfield,right,,1992-01-07,Nicky Butt,178,3543,['England'],,: Ablöse -,24,1975-01-21,Retired,,,False,
Central Midfield,right,,1993-07-22,Roy Keane,179,3396,['Ireland'],,: Ablöse €4.40m,27,1971-10-08,Retired,,,False,
Central Midfield,right,,2012-08-01,Paul Scholes,168,3397,['England'],,,24,1974-11-16,Retired,,,False,
Central Midfield,right,,1995-03-17,Phil Mulryne,175,11720,['Northern Ireland'],,: Ablöse -,21,1978-01-01,Retired,,,False,
Central Midfield,left,,1994-01-07,Ronnie Wallwork,178,3305,['England'],,: Ablöse -,21,1977-10-09,Retired,,,False,
Central Midfield,right,,1997-01-07,Mark Wilson,183,3327,['England'],,: Ablöse -,20,1979-09-02,Retired,,,False,
Central Midfield,right,,1998-03-25,Jonathan Greening,180,3865,['England'],,York City,20,1979-02-01,Retired,,,False,
Right Midfield,right,,1997-01-07,Michael Twiss,180,67350,['England'],,Manchester United Reserves,21,1977-12-26,Retired,,,False,
Right Midfield,right,,1994-01-07,David Beckham,182,3139,['England'],,: Ablöse -,24,1975-02-05,Retired,,,False,
Left Midfield,left,,1998-07-22,Jesper Blomqvist,176,3095,['Sweden'],,: Ablöse €7.00m,25,1974-05-02,Retired,,,False,
Left Midfield,left,,1990-11-29,Ryan Giggs,179,3406,['Wales'],,: Ablöse -,25,1973-11-29,Retired,,,False,
Attacking Midfield,right,,1996-07-26,Jordi Cruijff,184,7436,"['Netherlands', 'Spain']",,: Ablöse €2.50m,25,1974-09-02,Retired,,,False,
Right Winger,right,,,Alex Notman,170,11729,['Scotland'],,,19,1979-10-12,Retired,,,False,
Centre-Forward,right,,1997-11-24,David Healy,173,14021,['Northern Ireland'],,: Ablöse -,19,1979-05-08,Retired,,,False,
Centre-Forward,right,,1995-12-01,Andy Cole,175,3238,"['England', 'Jamaica']",,Newcastle United,27,1971-10-15,Retired,,,False,
Centre-Forward,right,,1997-06-27,Teddy Sheringham,185,3392,['England'],,: Ablöse €5.30m,33,1966-02-04,Retired,,,False,
Centre-Forward,,,1998-01-07,Dwight Yorke,178,3223,"['Trinidad and Tobago', 'England']",,: Ablöse €19.25m,27,1971-03-11,Retired,,,False,
Centre-Forward,both,,1996-07-29,Ole Gunnar Solskjaer,179,3394,['Norway'],,Molde FK,26,1973-02-26,Retired,,,False,
Centre-Forward,right,,1997-02-07,Erik Nevland,178,13711,['Norway'],,Viking FK,21,1977-10-11,Retired,,,False,
